pmid,title,year,journal,stratum_id,age_group,sex,clinical_cohort,setting,treatment_category,treatment_names,outcome_direction,risk_factors,symptoms
33142157,Urinary incontinence status changes and depressive symptoms among middle-aged and older women: Using data from a survey of the Korean Longitudinal Study of Aging.,2021.0,Journal of affective disorders,male,unspecified,male,unspecified,unspecified,psychotherapy,act,benefit,triggers; or risk factors**: Changes in urinary incontinence (UI) status are associated with depressive symptoms in middle-aged and older women. Specifically; worsening UI status increases depressive symptoms; while improving or recovering UI status reduces depressive symptoms. Factors such as age; health status; household income; working status; and chronic medical conditions influence these effects.,in middle-aged and older women. Specifically; worsening UI status increases depressive symptoms; while improving or recovering UI status reduces depressive symptoms. Factors such as age; health status; household income; working status; and chronic medical conditions influence these effects.
33142157,Urinary incontinence status changes and depressive symptoms among middle-aged and older women: Using data from a survey of the Korean Longitudinal Study of Aging.,2021.0,Journal of affective disorders,general,unspecified,unspecified,unspecified,unspecified,psychotherapy,act,benefit,triggers; or risk factors**: Changes in urinary incontinence (UI) status are associated with depressive symptoms in middle-aged and older women. Specifically; worsening UI status increases depressive symptoms; while improving or recovering UI status reduces depressive symptoms. Factors such as age; health status; household income; working status; and chronic medical conditions influence these effects.,in middle-aged and older women. Specifically; worsening UI status increases depressive symptoms; while improving or recovering UI status reduces depressive symptoms. Factors such as age; health status; household income; working status; and chronic medical conditions influence these effects.
33996083,Magnitude and determinants of the psychological impact of COVID-19 among health care workers: A systematic review.,2021.0,SAGE open medicine,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:** Psychological impacts such as stress; anxiety; depression; and insomnia among healthcare professionals are influenced by factors like educational level; occupation; gender; age; working environment; work experience; legal status; ethnicity; psychological comorbidity; social support; personal/family exposure; and the feelings of healthcare providers. Front-line healthcare workers and individuals with psychological comorbidities are at higher risk.,
33938670,[Psychometric properties of the Hungarian Adult Attachment Scale].,2021.0,Ideggyogyaszati szemle,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
33938670,[Psychometric properties of the Hungarian Adult Attachment Scale].,2021.0,Ideggyogyaszati szemle,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
33466788,Sleep Characteristics and Mood of Professional Esports Athletes: A Multi-National Study.,2021.0,International journal of environmental research and public health,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
33556751,"Prevalence and correlates of non-suicidal self-injury, suicidal ideation, and suicide attempt among children and adolescents: Findings from Uganda and Jamaica.",2021.0,Journal of affective disorders,adolescents|school,adolescents,unspecified,unspecified,school,psychotherapy,act,unspecified,Triggers; or Risk Factors**,
33556751,"Prevalence and correlates of non-suicidal self-injury, suicidal ideation, and suicide attempt among children and adolescents: Findings from Uganda and Jamaica.",2021.0,Journal of affective disorders,older_adults|school,older_adults,unspecified,unspecified,school,psychotherapy,act,unspecified,Triggers; or Risk Factors**,
33556751,"Prevalence and correlates of non-suicidal self-injury, suicidal ideation, and suicide attempt among children and adolescents: Findings from Uganda and Jamaica.",2021.0,Journal of affective disorders,children|school,children,unspecified,unspecified,school,psychotherapy,act,unspecified,Triggers; or Risk Factors**,
32056058,Effect of Daily Teacher Feedback on Subsequent Motivation and Mental Health Outcomes in Fifth Grade Students: a Person-Centered Analysis.,2021.0,Prevention science : the official journal of the Society for Prevention Research,children,children,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,in certain students. While motivational practice suggestions and research implications are hinted at; the abstract does not describe any specific implementations.
33341014,Prevalence of psychological disorders in the COVID-19 epidemic in China: A real world cross-sectional study.,2021.0,Journal of affective disorders,female,unspecified,female,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors for Depression and Anxiety:**,
33341014,Prevalence of psychological disorders in the COVID-19 epidemic in China: A real world cross-sectional study.,2021.0,Journal of affective disorders,male,unspecified,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors for Depression and Anxiety:**,
33341014,Prevalence of psychological disorders in the COVID-19 epidemic in China: A real world cross-sectional study.,2021.0,Journal of affective disorders,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors for Depression and Anxiety:**,
33972195,Consultation-Liaison Telepsychiatry on an Inpatient Obstetrical Labor and Delivery Unit.,2021.0,Journal of the Academy of Consultation-Liaison Psychiatry,female|inpatient,unspecified,female,unspecified,inpatient,other,,unspecified,/Triggers/Risk Factors**:,
33972195,Consultation-Liaison Telepsychiatry on an Inpatient Obstetrical Labor and Delivery Unit.,2021.0,Journal of the Academy of Consultation-Liaison Psychiatry,male|inpatient,unspecified,male,unspecified,inpatient,other,,unspecified,/Triggers/Risk Factors**:,
33410240,Group Cognitive Behavioural Treatment for Anxiety in Autistic Adolescents with Intellectual Disability: A Pilot and Feasibility Study.,2021.0,Journal of applied research in intellectual disabilities : JARID,adolescents|autism,adolescents,unspecified,autism,unspecified,other,,unspecified,triggers; or risk factors for depression/anxiety**:,post-intervention. Parents found the treatment highly acceptable; with 94% of sessions attended and 19 out of 23 participants completing the program. This suggests the intervention was feasible and effective; though larger studies with control groups are needed to confirm efficacy.
34775120,Levels of depressed mood and low interest for two years after response to cognitive therapy for recurrent depression.,2021.0,Behaviour research and therapy,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors:** The study focuses on how specific symptoms of major depressive disorder (MDD) respond to treatment. It identifies low interest (both general and sexual) as critical components of low positive affect; alongside depressed mood (high negative affect).,of major depressive disorder (MDD) respond to treatment. It identifies low interest (both general and sexual) as critical components of low positive affect; alongside depressed mood (high negative affect).
33487030,Sleep satisfaction and cognitive complaints in Chinese middle-aged and older persons living with HIV: the mediating role of anxiety and fatigue.,2021.0,AIDS care,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors for Anxiety**:,
33856483,"National Estimates of Prevalence, Time-Trend, and Correlates of Smoking in US People Living with HIV (NHANES 1999-2016).",2021.0,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,
33784356,Statins for major depressive disorder: A systematic review and meta-analysis of randomized controlled trials.,2021.0,PloS one,general,unspecified,unspecified,unspecified,unspecified,pharmacological,,unspecified,Triggers; or Risk Factors:** The study does not directly focus on causes; triggers; or risk factors for depression. Rather; it examines how statins; which have anti-inflammatory and antioxidant properties; may target potential biological mechanisms relevant to the pathophysiology of depression.,using mean standardized scales after 8 weeks. Secondary time points included 2; 4; and 12 weeks.
33784356,Statins for major depressive disorder: A systematic review and meta-analysis of randomized controlled trials.,2021.0,PloS one,general,unspecified,unspecified,unspecified,unspecified,psychotherapy,,unspecified,Triggers; or Risk Factors:** The study does not directly focus on causes; triggers; or risk factors for depression. Rather; it examines how statins; which have anti-inflammatory and antioxidant properties; may target potential biological mechanisms relevant to the pathophysiology of depression.,using mean standardized scales after 8 weeks. Secondary time points included 2; 4; and 12 weeks.
34842002,"Cognitive reappraisal, emotional suppression, and depressive and anxiety symptoms in later life: The moderating role of gender.",2021.0,Aging & mental health,adults|primary_care,adults,unspecified,unspecified,primary_care,other,,unspecified,/Triggers/Risk Factors**:,of anxiety and depression; especially older women compared to men.
34842002,"Cognitive reappraisal, emotional suppression, and depressive and anxiety symptoms in later life: The moderating role of gender.",2021.0,Aging & mental health,adults|community,adults,unspecified,unspecified,community,other,,unspecified,/Triggers/Risk Factors**:,of anxiety and depression; especially older women compared to men.
34842002,"Cognitive reappraisal, emotional suppression, and depressive and anxiety symptoms in later life: The moderating role of gender.",2021.0,Aging & mental health,older_adults|primary_care,older_adults,unspecified,unspecified,primary_care,other,,unspecified,/Triggers/Risk Factors**:,of anxiety and depression; especially older women compared to men.
34842002,"Cognitive reappraisal, emotional suppression, and depressive and anxiety symptoms in later life: The moderating role of gender.",2021.0,Aging & mental health,older_adults|community,older_adults,unspecified,unspecified,community,other,,unspecified,/Triggers/Risk Factors**:,of anxiety and depression; especially older women compared to men.
34109854,Depression Following Operative Treatments for Achilles Ruptures and Ankle Fractures.,2021.0,Foot & ankle international,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,
33845017,Incremental Economic Burden of Depression in Ophthalmic Patients.,2021.0,American journal of ophthalmology,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
35211201,"A review of the prevalence, associated factors and interventions of psychological symptoms among cancer patients in the Chinese Mainland during the COVID-19 pandemic.",2021.0,Ecancermedicalscience,cancer,unspecified,unspecified,cancer,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
34325347,"Correlation between anxiety-depression symptoms and immune characteristics in inpatients with 2019 novel coronavirus in Wuhan, China.",2021.0,Journal of psychiatric research,inpatient,unspecified,unspecified,unspecified,inpatient,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety**:,were found to be associated with immune-inflammatory dysfunction; particularly the ratio of CD4+/CD8+ and elevated levels of CD4⁺ T lymphocytes in COVID-19 patients.
34006462,"The effect of virtual reality on Children's anxiety, fear, and pain levels before circumcision.",2021.0,Journal of pediatric urology,older_adults|male,older_adults,male,unspecified,unspecified,other,,unspecified,triggers; or risk factors:**,(measured by WBS scale).
33689981,Discrepancies between self-rated depression and observed depression severity: The effects of personality and dysfunctional attitudes.,2021.0,General hospital psychiatry,general,unspecified,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,for Depression Severity Reporting Discrepancies:**,(PHQ-9 > HAMD-17) is associated with:
33689981,Discrepancies between self-rated depression and observed depression severity: The effects of personality and dysfunctional attitudes.,2021.0,General hospital psychiatry,general,unspecified,unspecified,unspecified,unspecified,digital,act,unspecified,for Depression Severity Reporting Discrepancies:**,(PHQ-9 > HAMD-17) is associated with:
33778840,Data-Driven Model Building for Life-Course Epidemiology.,2021.0,American journal of epidemiology,male,unspecified,male,unspecified,unspecified,psychotherapy,act,unspecified,/Triggers/Risk Factors**: The abstract suggests that both socioeconomic and health-related factors influence the development of depression. However; the specific factors or mechanisms are not detailed; as this is an exploratory study aimed at identifying causal models rather than confirming specific hypotheses.,
34473920,Investigation of quality of life in obese adolescents: the effect of psychiatric symptoms of obese adolescent and/or mother on quality of life.,2021.0,Journal of pediatric endocrinology & metabolism : JPEM,adolescents,adolescents,unspecified,unspecified,unspecified,other,,unspecified,The abstract explicitly states that psychiatric symptoms (e.g.; major depressive disorder; emotional difficulties; and ADHD) negatively impact HRQoL scores.,specifically major depressive disorder (MDD) scores and emotional difficulties.
34909992,Sociodemographic and occupational factors associated with anxiety symptoms in Community Health Agents.,2021.0,Ciencia & saude coletiva,primary_care,unspecified,unspecified,unspecified,primary_care,other,,unspecified,/Triggers/Risk Factors for Anxiety*: Working as a community health agent (CHA) for more than five years is a significant risk factor for both state and trait anxiety. Additionally; being female is associated specifically with trait anxiety.,using the State-Trait Anxiety Inventory (STAI). Results showed a high prevalence of anxiety symptoms: 47.4% for state anxiety and 42.4% for trait anxiety.
34909992,Sociodemographic and occupational factors associated with anxiety symptoms in Community Health Agents.,2021.0,Ciencia & saude coletiva,community,unspecified,unspecified,unspecified,community,other,,unspecified,/Triggers/Risk Factors for Anxiety*: Working as a community health agent (CHA) for more than five years is a significant risk factor for both state and trait anxiety. Additionally; being female is associated specifically with trait anxiety.,using the State-Trait Anxiety Inventory (STAI). Results showed a high prevalence of anxiety symptoms: 47.4% for state anxiety and 42.4% for trait anxiety.
34325234,Predictive protein markers for depression severity in mood disorders: A preliminary trans-diagnostic approach study.,2021.0,Journal of psychiatric research,male|comorbid_mental,unspecified,male,comorbid_mental,unspecified,psychotherapy,act,benefit,/Triggers/Risk Factors:** Depression symptoms in mood disorders may be influenced by biological processes such as complement activation; immune response; and lipid metabolism; as suggested by associations with specific plasma protein markers.,in mood disorders may be influenced by biological processes such as complement activation; immune response; and lipid metabolism; as suggested by associations with specific plasma protein markers.
34325234,Predictive protein markers for depression severity in mood disorders: A preliminary trans-diagnostic approach study.,2021.0,Journal of psychiatric research,male|comorbid_mental,unspecified,male,comorbid_mental,unspecified,psychotherapy,act,harm,/Triggers/Risk Factors:** Depression symptoms in mood disorders may be influenced by biological processes such as complement activation; immune response; and lipid metabolism; as suggested by associations with specific plasma protein markers.,in mood disorders may be influenced by biological processes such as complement activation; immune response; and lipid metabolism; as suggested by associations with specific plasma protein markers.
34325234,Predictive protein markers for depression severity in mood disorders: A preliminary trans-diagnostic approach study.,2021.0,Journal of psychiatric research,comorbid_mental,unspecified,unspecified,comorbid_mental,unspecified,psychotherapy,act,benefit,/Triggers/Risk Factors:** Depression symptoms in mood disorders may be influenced by biological processes such as complement activation; immune response; and lipid metabolism; as suggested by associations with specific plasma protein markers.,in mood disorders may be influenced by biological processes such as complement activation; immune response; and lipid metabolism; as suggested by associations with specific plasma protein markers.
34325234,Predictive protein markers for depression severity in mood disorders: A preliminary trans-diagnostic approach study.,2021.0,Journal of psychiatric research,comorbid_mental,unspecified,unspecified,comorbid_mental,unspecified,psychotherapy,act,harm,/Triggers/Risk Factors:** Depression symptoms in mood disorders may be influenced by biological processes such as complement activation; immune response; and lipid metabolism; as suggested by associations with specific plasma protein markers.,in mood disorders may be influenced by biological processes such as complement activation; immune response; and lipid metabolism; as suggested by associations with specific plasma protein markers.
33983108,Depressive symptoms in early alcohol or opioid abstinence: course & correlates.,2021.0,Journal of addictive diseases,adults|male|substance_use|inpatient,adults,male,substance_use,inpatient,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety:**,during early alcohol or opioid withdrawal were significantly associated with **anxiety symptoms**; **withdrawal symptoms**; and **low social support**.
33983108,Depressive symptoms in early alcohol or opioid abstinence: course & correlates.,2021.0,Journal of addictive diseases,adults|male|substance_use|community,adults,male,substance_use,community,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety:**,during early alcohol or opioid withdrawal were significantly associated with **anxiety symptoms**; **withdrawal symptoms**; and **low social support**.
34520333,Stigma of postpartum depression: The role of lady health workers in health care-A qualitative study.,2021.0,Health care for women international,perinatal|female,perinatal,female,unspecified,unspecified,other,,harm,and Risk Factors:** Stigma surrounding postpartum depression and lack of awareness are identified as primary barriers to seeking medical treatment.,) are measured; the abstract suggests that increased awareness; education; and access to treatment are potential results of LHWs' involvement. The wording implies these outcomes are achievable through their interventions.
34520333,Stigma of postpartum depression: The role of lady health workers in health care-A qualitative study.,2021.0,Health care for women international,perinatal|male,perinatal,male,unspecified,unspecified,other,,harm,and Risk Factors:** Stigma surrounding postpartum depression and lack of awareness are identified as primary barriers to seeking medical treatment.,) are measured; the abstract suggests that increased awareness; education; and access to treatment are potential results of LHWs' involvement. The wording implies these outcomes are achievable through their interventions.
34851681,Psychometric properties of the Generalized Anxiety Disorder-7 Scale in Ethiopian university students.,2021.0,Bulletin of the Menninger Clinic,school,unspecified,unspecified,unspecified,school,other,,unspecified,Triggers; or Risk Factors:**,
34363507,"Age affects temporal response, but not durability, to serial ketamine infusions for treatment refractory depression.",2021.0,Psychopharmacology,general,unspecified,unspecified,unspecified,unspecified,pharmacological,act,unspecified,Triggers; or Risk Factors**:,
34363507,"Age affects temporal response, but not durability, to serial ketamine infusions for treatment refractory depression.",2021.0,Psychopharmacology,general,unspecified,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,Triggers; or Risk Factors**:,
34957039,From Burnout to Occupational Depression: Recent Developments in Research on Job-Related Distress and Occupational Health.,2021.0,Frontiers in public health,general,unspecified,unspecified,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors:** Job-related distress is identified as a contributor to health-damaging and life-threatening conditions. A shift is proposed for conceptualizing job-related distress within the framework of depression research rather than burnout.,related specifically to work.
34283658,Anxiety and Depression Among Transgender People: Findings from a Cross-Sectional Online Survey in Russia.,2021.0,LGBT health,adults,adults,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,**: The study does not explicitly identify specific causes or triggers but highlights significantly higher rates of depression and anxiety among transgender people compared to the general population in Russia. This suggests that being part of a gender minority group may be associated with increased mental health burden.,of anxiety (45.1%) and depression (24.0%). Mean scores for anxiety and depression were significantly higher compared to the general Russian population (<i>p</i> < 0.001).
34283658,Anxiety and Depression Among Transgender People: Findings from a Cross-Sectional Online Survey in Russia.,2021.0,LGBT health,general,unspecified,unspecified,unspecified,unspecified,psychotherapy,act,unspecified,**: The study does not explicitly identify specific causes or triggers but highlights significantly higher rates of depression and anxiety among transgender people compared to the general population in Russia. This suggests that being part of a gender minority group may be associated with increased mental health burden.,of anxiety (45.1%) and depression (24.0%). Mean scores for anxiety and depression were significantly higher compared to the general Russian population (<i>p</i> < 0.001).
34842659,"COVID-19 Lockdown-Related Changes in Mood, Health and Academic Functioning.",2021.0,"European journal of investigation in health, psychology and education",general,unspecified,unspecified,unspecified,unspecified,other,,benefit,Triggers; or Risk Factors**:,
33568318,Neurobiology of the Rapid-Acting Antidepressant Effects of Ketamine: Impact and Opportunities.,2021.0,Biological psychiatry,adolescents,adolescents,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors for Depression:**,
33568318,Neurobiology of the Rapid-Acting Antidepressant Effects of Ketamine: Impact and Opportunities.,2021.0,Biological psychiatry,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors for Depression:**,
33568318,Neurobiology of the Rapid-Acting Antidepressant Effects of Ketamine: Impact and Opportunities.,2021.0,Biological psychiatry,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors for Depression:**,
34849356,Effects of Reflexology on the Pain Intensity among Patients with Depression after Receiving Electroconvulsive Therapy: A Randomized Clinical Trial.,2021.0,Journal of caring sciences,male|chronic_pain,unspecified,male,chronic_pain,unspecified,other,,benefit,/Triggers/Risk Factors:** The study does not explicitly list causes or risk factors for depression itself; but it mentions headache and muscle pain as common complications following electroconvulsive therapy (ECT); which is a treatment for depression.,
34143240,Paradoxical changes in mood-related behaviors on continuous social isolation after weaning.,2021.0,Experimental brain research,adults|male,adults,male,unspecified,unspecified,other,,unspecified,triggers; or risk factors**:,
34247057,The evolution and social determinants of mental health during the first wave of the COVID-19 outbreak in Luxembourg.,2021.0,Psychiatry research,adults,adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
34247057,The evolution and social determinants of mental health during the first wave of the COVID-19 outbreak in Luxembourg.,2021.0,Psychiatry research,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors:**,
34975554,The Mediating Effect of Self-Control on Depression and Tendencies of Eating Disorders in Adolescents.,2021.0,Frontiers in psychiatry,adolescents,adolescents,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,
34975554,The Mediating Effect of Self-Control on Depression and Tendencies of Eating Disorders in Adolescents.,2021.0,Frontiers in psychiatry,older_adults,older_adults,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,
34471414,Exploring the Mechanism of Action of Herbal Medicine (<i>Gan-Mai-Da-Zao</i> Decoction) for Poststroke Depression Based on Network Pharmacology and Molecular Docking.,2021.0,Evidence-based complementary and alternative medicine : eCAM,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,
33938260,Patterns and predictors of trajectories for subjective quality of life in patients with early psychosis: Three-year follow-up of the randomized controlled trial on extended early intervention.,2021.0,The Australian and New Zealand journal of psychiatry,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**:,. It also acknowledges that intervention type (step-down care vs. extended early intervention) influences outcomes; with step-down care associated with poorer trajectories.
33146667,Effects of Psilocybin-Assisted Therapy on Major Depressive Disorder: A Randomized Clinical Trial.,2021.0,JAMA psychiatry,male,unspecified,male,unspecified,unspecified,psychotherapy,,benefit,/Triggers/Risk Factors for Depression:** The study does not discuss causes; triggers; or risk factors for Major Depressive Disorder (MDD) beyond the general diagnosis.,atology-Self Rated (QIDS-SR). Findings indicated substantial reductions in depression scores in the immediate treatment group 1 week and 4 weeks after the intervention; with large effect sizes (Cohen d = 2.3-2.6). Clinically significant responses were observed in 71% of participants (≥50% reduction in GRID-HAMD scores); and remission was achieved in a majority at weeks 1 and 4 (58% and 54%; respectively).
33146667,Effects of Psilocybin-Assisted Therapy on Major Depressive Disorder: A Randomized Clinical Trial.,2021.0,JAMA psychiatry,male,unspecified,male,unspecified,unspecified,digital,,benefit,/Triggers/Risk Factors for Depression:** The study does not discuss causes; triggers; or risk factors for Major Depressive Disorder (MDD) beyond the general diagnosis.,atology-Self Rated (QIDS-SR). Findings indicated substantial reductions in depression scores in the immediate treatment group 1 week and 4 weeks after the intervention; with large effect sizes (Cohen d = 2.3-2.6). Clinically significant responses were observed in 71% of participants (≥50% reduction in GRID-HAMD scores); and remission was achieved in a majority at weeks 1 and 4 (58% and 54%; respectively).
33146667,Effects of Psilocybin-Assisted Therapy on Major Depressive Disorder: A Randomized Clinical Trial.,2021.0,JAMA psychiatry,male,unspecified,male,unspecified,unspecified,combined,,benefit,/Triggers/Risk Factors for Depression:** The study does not discuss causes; triggers; or risk factors for Major Depressive Disorder (MDD) beyond the general diagnosis.,atology-Self Rated (QIDS-SR). Findings indicated substantial reductions in depression scores in the immediate treatment group 1 week and 4 weeks after the intervention; with large effect sizes (Cohen d = 2.3-2.6). Clinically significant responses were observed in 71% of participants (≥50% reduction in GRID-HAMD scores); and remission was achieved in a majority at weeks 1 and 4 (58% and 54%; respectively).
34060280,Physical and psychological sequelae at three months after acute illness in COVID-19 survivors.,2021.0,Panminerva medica,older_adults|male|inpatient,older_adults,male,unspecified,inpatient,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety**:,
34060280,Physical and psychological sequelae at three months after acute illness in COVID-19 survivors.,2021.0,Panminerva medica,older_adults|inpatient,older_adults,unspecified,unspecified,inpatient,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety**:,
34060280,Physical and psychological sequelae at three months after acute illness in COVID-19 survivors.,2021.0,Panminerva medica,male|inpatient,unspecified,male,unspecified,inpatient,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety**:,
34060280,Physical and psychological sequelae at three months after acute illness in COVID-19 survivors.,2021.0,Panminerva medica,inpatient,unspecified,unspecified,unspecified,inpatient,other,,unspecified,Triggers; or Risk Factors for Depression/Anxiety**:,
36561780,Understanding and managing psychological disorders in patients with inflammatory bowel disease: a practical guide.,2023.0,Frontline gastroenterology,general,unspecified,unspecified,unspecified,unspecified,digital,,unspecified,Triggers; or Risk Factors:** Anxiety and depression are common mood disturbances in patients with inflammatory bowel disease (IBD). These mood disturbances negatively affect the patients' quality of life and disease progression.,
36603690,"Neurobiology of depression in Parkinson's disease: Insights into epidemiology, molecular mechanisms and treatment strategies.",2023.0,Ageing research reviews,general,unspecified,unspecified,unspecified,unspecified,other,,unspecified,Triggers; Risk Factors**:,onset in PD patients. Nigrostriatal dysfunction alone does not fully explain depressive symptoms; suggesting additional; complex molecular pathways contribute.
36952004,Effects of mindfulness-based intervention for women with infertility: a systematic review and meta-analysis.,2023.0,Archives of women's mental health,female,unspecified,female,unspecified,unspecified,behavioral,Mindfulness-based; Mindfulness,unspecified,/Triggers/Risk Factors**: The study does not explicitly analyze or mention specific causes or risk factors linked to depression or anxiety in women with infertility. However; infertility may implicitly be considered a contributing factor to psychological distress.,(SMD = -1.28) and anxiety symptoms (SMD = -0.89).
36952004,Effects of mindfulness-based intervention for women with infertility: a systematic review and meta-analysis.,2023.0,Archives of women's mental health,male,unspecified,male,unspecified,unspecified,behavioral,Mindfulness-based; Mindfulness,unspecified,/Triggers/Risk Factors**: The study does not explicitly analyze or mention specific causes or risk factors linked to depression or anxiety in women with infertility. However; infertility may implicitly be considered a contributing factor to psychological distress.,(SMD = -1.28) and anxiety symptoms (SMD = -0.89).
37807833,Exploring Women's State-Level Anxiety in Response to Virtual Reality Erotica.,2023.0,Journal of sex & marital therapy,female,unspecified,female,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**: VR erotica; particularly VR presented in first-person perspective; elicited greater anxiety in women compared to 2D erotica.,
37807833,Exploring Women's State-Level Anxiety in Response to Virtual Reality Erotica.,2023.0,Journal of sex & marital therapy,male,unspecified,male,unspecified,unspecified,other,,unspecified,/Triggers/Risk Factors**: VR erotica; particularly VR presented in first-person perspective; elicited greater anxiety in women compared to 2D erotica.,
37510644,Evaluating Somatic Experiencing<sup>®</sup> to Heal Cancer Trauma: First Evidence with Breast Cancer Survivors.,2023.0,International journal of environmental research and public health,male,unspecified,male,unspecified,unspecified,digital,,benefit,Triggers; or Risk Factors**: The study focuses on the psychological aftermath of trauma and chronic stress in breast cancer (BC) survivors; which may include anxiety; depression; distress; and struggles with coping strategies and body image.,
37510644,Evaluating Somatic Experiencing<sup>®</sup> to Heal Cancer Trauma: First Evidence with Breast Cancer Survivors.,2023.0,International journal of environmental research and public health,male,unspecified,male,unspecified,unspecified,digital,,harm,Triggers; or Risk Factors**: The study focuses on the psychological aftermath of trauma and chronic stress in breast cancer (BC) survivors; which may include anxiety; depression; distress; and struggles with coping strategies and body image.,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),perinatal|female|primary_care,perinatal,female,unspecified,primary_care,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),perinatal|female|outpatient,perinatal,female,unspecified,outpatient,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),perinatal|male|primary_care,perinatal,male,unspecified,primary_care,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),perinatal|male|outpatient,perinatal,male,unspecified,outpatient,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),perinatal|primary_care,perinatal,unspecified,unspecified,primary_care,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),perinatal|outpatient,perinatal,unspecified,unspecified,outpatient,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),female|primary_care,unspecified,female,unspecified,primary_care,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),female|outpatient,unspecified,female,unspecified,outpatient,other,,unspecified,Triggers; or Risk Factors:**,
37140441,Associations Between Adverse Childhood Experiences and Stressful Life Events and Health Outcomes in Pregnant and Breastfeeding Women from Diverse Racial and Ethnic Groups.,2023.0,Journal of women's health (2002),male|primary_care,unspecified,male,unspecified,primary_care,other,,unspecified,Triggers; or Risk Factors:**,
